"Date","Page title","Sessions","Total users","Average session length (sec)","Bounce rate"
"2025-04-04","Mamie Bigoude Restaurant Galettes Menu","1","1","58","0"
"2025-04-04","Mamie Bigoude Restaurant Menu","1","1","36","0"
"2025-04-04","Restaurant Breton Mamie Bigoude Blois","12","11","14,83","0,17"
"2025-04-04","Restaurant Breton Mamie Bigoude Bourges","44","42","24,16","0,16"
"2025-04-04","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","3","1","7,33","0,67"
"2025-04-04","Restaurant Breton Mamie Bigoude Montluçon","51","44","22,88","0,24"
"2025-04-04","Restaurant Breton Mamie Bigoude Orléans","6","5","11,5","0,33"
"2025-04-04","Restaurant Breton Mamie Bigoude Poitiers","19","17","17,26","0,05"
"2025-04-04","Restaurant Breton Mamie Bigoude Tours","16","14","23,5","0,13"
"2025-04-04","Univers Comptoir Mamie Bigoude","44","40","23,61","0,07"
"2025-04-05","Carte Formules restaurant Mamie Bigoude","114","108","26,68","0,11"
"2025-04-05","Carte Galettes restaurant Mamie Bigoude","185","173","42,25","0,08"
"2025-04-05","Carte Salades restaurant Mamie Bigoude","44","40","19,8","0,09"
"2025-04-05","Carte crêpes restaurant Mamie Bigoude","98","93","33,26","0,06"
"2025-04-05","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","471","426","16,57","0,27"
"2025-04-05","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","14","13","12,79","0,21"
"2025-04-05","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","4","4","5,25","0"
"2025-04-05","Devenir franchisé Comptoir Mamie Bigoude","9","9","12,22","0,11"
"2025-04-05","Restaurant Breton Mamie Bigoude Blois","26","25","41,42","0,19"
"2025-04-05","Restaurant Breton Mamie Bigoude Bourges","53","48","22,87","0,13"
"2025-04-05","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","4","4","29,5","0"
"2025-04-05","Restaurant Breton Mamie Bigoude Montluçon","40","34","29,83","0,23"
"2025-04-05","Restaurant Breton Mamie Bigoude Orléans","14","12","17,5","0,21"
"2025-04-05","Restaurant Breton Mamie Bigoude Poitiers","24","22","24,92","0"
"2025-04-05","Restaurant Breton Mamie Bigoude Tours","22","20","20,64","0,27"
"2025-04-05","Univers Comptoir Mamie Bigoude","54","46","20,65","0,19"
"2025-04-06","Carte Formules restaurant Mamie Bigoude","78","77","33,67","0"
"2025-04-06","Carte Galettes restaurant Mamie Bigoude","167","155","40,46","0,11"
"2025-04-06","Carte Salades restaurant Mamie Bigoude","39","34","16,74","0,18"
"2025-04-06","Carte crêpes restaurant Mamie Bigoude","67","60","33,24","0,12"
"2025-04-06","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","345","301","20,9","0,29"
"2025-04-06","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","9","8","21,78","0"
"2025-04-06","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","2","2","2","0,5"
"2025-04-06","Devenir franchisé Comptoir Mamie Bigoude","11","11","23,55","0,09"
"2025-04-06","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","2","2","64,5","0"
"2025-04-06","Mamie Bigoude Counter Universe","1","1","112","0"
"2025-04-06","Mamie Bigoude Restaurant Galettes Menu","3","3","54,67","0,33"
"2025-04-06","Mamie Bigoude Restaurant Galettes-menu","1","1","58","0"
"2025-04-06","Mamie Bigoude restaurant crepe menu","1","1","139","0"
"2025-04-06","Monaco 50CL","1","1","0","1"
"2025-04-06","Restaurant Breton Mamie Bigoude Blois","18","18","27,33","0,06"
"2025-04-06","Restaurant Breton Mamie Bigoude Bourges","42","41","22,12","0,17"
"2025-04-06","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","5","5","19","0"
"2025-04-06","Restaurant Breton Mamie Bigoude Montluçon","15","14","29,47","0,27"
"2025-04-06","Restaurant Breton Mamie Bigoude Orléans","8","8","18,25","0,25"
"2025-04-06","Restaurant Breton Mamie Bigoude Poitiers","13","10","13,23","0,46"
"2025-04-06","Restaurant Breton Mamie Bigoude Tours","11","10","36,36","0,09"
"2025-04-06","Salad menu at Mamie Bigoude restaurant","2","2","26,5","0"
"2025-04-06","Univers Comptoir Mamie Bigoude","40","36","28,68","0,08"
"2025-04-07","Carte Formules restaurant Mamie Bigoude","106","96","26,32","0,11"
"2025-04-07","Carte Galettes restaurant Mamie Bigoude","159","150","43,03","0,08"
"2025-04-07","Carte Salades restaurant Mamie Bigoude","44","42","18,57","0,05"
"2025-04-07","Carte crêpes restaurant Mamie Bigoude","75","69","41,36","0,08"
"2025-04-07","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","1","1","15","0"
"2025-04-07","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","348","326","18,06","0,32"
"2025-04-07","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","5","5","11,2","0,2"
"2025-04-07","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","7","7","12,57","0,14"
"2025-04-07","Devenir franchisé Comptoir Mamie Bigoude","13","13","34,15","0,08"
"2025-04-07","Mamie Bigoude Breton Restaurant Blois","1","1","15","0"
"2025-04-07","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","2","2","41,5","0"
"2025-04-07","Mamie Bigoude Counter Universe","1","1","2","0"
"2025-04-07","Mamie Bigoude Restaurant Galettes Menu","1","1","9","0"
"2025-04-07","Mamie Bigoude Restaurant Menu","1","1","64","0"
"2025-04-07","Restaurant Breton Mamie Bigoude Blois","19","16","26,63","0,26"
"2025-04-07","Restaurant Breton Mamie Bigoude Bourges","41","37","22,66","0,27"
"2025-04-07","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","7","7","22,43","0"
"2025-04-07","Restaurant Breton Mamie Bigoude Montluçon","16","15","35,69","0,13"
"2025-04-07","Restaurant Breton Mamie Bigoude Orléans","9","9","16,89","0,22"
"2025-04-07","Restaurant Breton Mamie Bigoude Poitiers","16","11","7,94","0,5"
"2025-04-07","Restaurant Breton Mamie Bigoude Tours","12","12","17,25","0"
"2025-04-07","Salad menu at Mamie Bigoude restaurant","2","1","16,5","0"
"2025-04-07","Univers Comptoir Mamie Bigoude","56","49","22,04","0,07"
"2025-04-08","Become a Comptoir Mamie Bigoude franchisee","1","1","4","0"
"2025-04-08","Carte Formules restaurant Mamie Bigoude","102","98","24,31","0,05"
"2025-04-08","Carte Galettes restaurant Mamie Bigoude","178","158","33,89","0,1"
"2025-04-08","Carte Salades restaurant Mamie Bigoude","52","50","22,81","0,02"
"2025-04-08","Carte crêpes restaurant Mamie Bigoude","70","67","27,57","0,03"
"2025-04-08","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","1","1","76","0"
"2025-04-08","Comptoir Mamie Bigoude - Crêperie in Amboise, Tours, Orléans, Blois","2","2","22","0"
"2025-04-08","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","352","324","17","0,29"
"2025-04-08","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","2","2","10,5","0"
"2025-04-08","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","4","4","19,75","0,25"
"2025-04-08","Devenir franchisé Comptoir Mamie Bigoude","8","8","5,25","0"
"2025-04-08","Galette Saucisse ","1","1","10","0"
"2025-04-08","Mamie Bigoude Breton Restaurant Tours","1","1","32","0"
"2025-04-08","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","3","3","31,33","0"
"2025-04-08","Mamie Bigoude Counter Universe","1","1","32","0"
"2025-04-08","Mamie Bigoude Restaurant Menu","1","1","20","0"
"2025-04-08","Menu Galettes restaurant Mamie Bigoude","1","1","74","0"
"2025-04-08","Menu Restaurant Menus Mamie Bigoude","1","1","18","0"
"2025-04-08","Menu of pancakes restaurant Mamie Bigoude","1","1","14","0"
"2025-04-08","Menú del restaurant Mamie Bigoude","1","1","3","0"
"2025-04-08","Monaco 50CL","1","1","8","1"
"2025-04-08","Restaurant Breton Mamie Bigoude Blois","23","18","12,61","0,13"
"2025-04-08","Restaurant Breton Mamie Bigoude Bourges","40","39","20,73","0,2"
"2025-04-08","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","5","4","14,4","0,4"
"2025-04-08","Restaurant Breton Mamie Bigoude Montluçon","17","14","13,06","0,18"
"2025-04-08","Restaurant Breton Mamie Bigoude Orléans","4","4","24,75","0,25"
"2025-04-08","Restaurant Breton Mamie Bigoude Poitiers","22","21","11,77","0,09"
"2025-04-08","Restaurant Breton Mamie Bigoude Tours","17","17","27,88","0"
"2025-04-08","Softs","1","1","29","0"
"2025-04-08","Speisekarte Galettes restaurant Mamie Bigoude","1","1","84","0"
"2025-04-08","Speisekarte Restaurant Menüs Mamie Bigoude","1","1","58","0"
"2025-04-08","Speisekarte Salate Restaurant Mamie Bigoude","1","1","45","0"
"2025-04-08","Taulell de Mamie Bigoude - Crêperie a Amboise, Tours, Orléans, Blois","1","1","16","0"
"2025-04-08","Univers Comptoir Mamie Bigoude","32","30","16,34","0,09"
"2025-04-08","Universe Comptoir Mamie Bigoude","1","1","19","0"
"2025-04-09","Carte Formules restaurant Mamie Bigoude","76","70","28,39","0,04"
"2025-04-09","Carte Galettes restaurant Mamie Bigoude","131","122","51,6","0,09"
"2025-04-09","Carte Salades restaurant Mamie Bigoude","37","35","20,11","0,11"
"2025-04-09","Carte crêpes restaurant Mamie Bigoude","64","59","26,36","0,08"
"2025-04-09","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","1","1","42","0"
"2025-04-09","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","357","329","17,48","0,28"
"2025-04-09","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","8","8","13,88","0"
"2025-04-09","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","7","7","14,86","0"
"2025-04-09","Devenir franchisé Comptoir Mamie Bigoude","9","6","36","0,33"
"2025-04-09","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","3","3","30,33","0"
"2025-04-09","Mamie Bigoude Counter Universe","1","1","17","0"
"2025-04-09","Mamie Bigoude Restaurant Galettes Menu","2","2","56,5","0"
"2025-04-09","Mamie Bigoude Restaurant Menu","2","2","17","0,5"
"2025-04-09","Mamie Bigoude restaurant crepe menu","1","1","27","0"
"2025-04-09","Menú De Galettes Del Restaurante Mamie Bigoude","2","2","9","0"
"2025-04-09","Restaurant Breton Mamie Bigoude Blois","17","15","30,35","0,24"
"2025-04-09","Restaurant Breton Mamie Bigoude Bourges","33","33","38,09","0,09"
"2025-04-09","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","5","5","29","0"
"2025-04-09","Restaurant Breton Mamie Bigoude Montluçon","18","16","12,33","0,28"
"2025-04-09","Restaurant Breton Mamie Bigoude Orléans","6","6","12,5","0,33"
"2025-04-09","Restaurant Breton Mamie Bigoude Poitiers","13","11","12,15","0,38"
"2025-04-09","Restaurant Breton Mamie Bigoude Tours","15","13","31,8","0,13"
"2025-04-09","Salad menu at Mamie Bigoude restaurant","1","1","23","0"
"2025-04-09","Univers Comptoir Mamie Bigoude","24","24","18","0"
"2025-04-10","Carte Formules restaurant Mamie Bigoude","84","77","30,37","0,06"
"2025-04-10","Carte Galettes restaurant Mamie Bigoude","131","120","34,76","0,07"
"2025-04-10","Carte Salades restaurant Mamie Bigoude","42","42","32,52","0,02"
"2025-04-10","Carte crêpes restaurant Mamie Bigoude","58","53","42,66","0,07"
"2025-04-10","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","2","2","19,5","0"
"2025-04-10","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","301","277","22,8","0,26"
"2025-04-10","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","3","3","1,33","0,33"
"2025-04-10","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","2","2","14","0"
"2025-04-10","Devenir franchisé Comptoir Mamie Bigoude","8","8","15,38","0"
"2025-04-10","Restaurant Breton Mamie Bigoude Blois","9","9","15,11","0,11"
"2025-04-10","Restaurant Breton Mamie Bigoude Bourges","39","36","13,67","0,18"
"2025-04-10","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","3","3","37,67","0"
"2025-04-10","Restaurant Breton Mamie Bigoude Montluçon","14","13","23","0,21"
"2025-04-10","Restaurant Breton Mamie Bigoude Orléans","5","4","9,2","0,2"
"2025-04-10","Restaurant Breton Mamie Bigoude Poitiers","19","16","16,63","0,21"
"2025-04-10","Restaurant Breton Mamie Bigoude Tours","13","13","21,46","0,15"
"2025-04-10","Univers Comptoir Mamie Bigoude","32","31","33,75","0,03"
"2025-04-11","(not set)","1","1","6","0"
"2025-04-11","Carte Formules restaurant Mamie Bigoude","104","97","34,14","0,13"
"2025-04-11","Carte Galettes restaurant Mamie Bigoude","185","174","40,53","0,08"
"2025-04-11","Carte Salades restaurant Mamie Bigoude","43","41","16,07","0,02"
"2025-04-11","Carte crêpes restaurant Mamie Bigoude","76","73","34,82","0,09"
"2025-04-11","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","1","1","70","0"
"2025-04-11","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","360","336","20,64","0,25"
"2025-04-11","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","7","5","15,14","0,14"
"2025-04-11","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","3","3","5,67","0"
"2025-04-11","Devenir franchisé Comptoir Mamie Bigoude","12","11","21,5","0,33"
"2025-04-11","Formule Etudiante","1","1","4","1"
"2025-04-11","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","1","1","17","0"
"2025-04-11","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","48","0"
"2025-04-11","Restaurant Breton Mamie Bigoude Blois","14","13","30,5","0,07"
"2025-04-11","Restaurant Breton Mamie Bigoude Bourges","34","32","23,18","0,15"
"2025-04-11","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","4","4","24,5","0"
"2025-04-11","Restaurant Breton Mamie Bigoude Montluçon","24","21","18,29","0,08"
"2025-04-11","Restaurant Breton Mamie Bigoude Orléans","10","9","39,8","0"
"2025-04-11","Restaurant Breton Mamie Bigoude Poitiers","22","21","16,82","0,14"
"2025-04-11","Restaurant Breton Mamie Bigoude Tours","22","19","30,86","0,23"
"2025-04-11","Restaurante Mamie Bigoude Bretón Poitiers","1","1","132","0"
"2025-04-11","Univers Comptoir Mamie Bigoude","41","40","26,73","0,07"
"2025-04-11","カルテ ガレット レストラン Mamie Bigoude","1","1","87","0"
"2025-04-12","Carte Formules restaurant Mamie Bigoude","108","100","24,4","0,1"
"2025-04-12","Carte Galettes restaurant Mamie Bigoude","225","200","32,96","0,12"
"2025-04-12","Carte Salades restaurant Mamie Bigoude","37","35","16,08","0,08"
"2025-04-12","Carte crêpes restaurant Mamie Bigoude","71","65","22,75","0,07"
"2025-04-12","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","443","398","21,01","0,26"
"2025-04-12","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","5","5","22,4","0,2"
"2025-04-12","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","3","3","0","0,67"
"2025-04-12","Devenir franchisé Comptoir Mamie Bigoude","13","13","31,38","0,15"
"2025-04-12","Mamie Bigoude Breton Restaurant Blois","1","1","7","0"
"2025-04-12","Mamie Bigoude Contra Universo","1","1","9","0"
"2025-04-12","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","3","3","20","0,33"
"2025-04-12","Mamie Bigoude Counter Universe","1","1","37","0"
"2025-04-12","Mamie Bigoude Restaurant Galettes Menu","3","3","92,67","0"
"2025-04-12","Menú De Galettes Del Restaurante Mamie Bigoude","1","1","10","0"
"2025-04-12","Monaco 50CL","1","1","5","1"
"2025-04-12","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","2","2","45","0"
"2025-04-12","Restaurant Breton Mamie Bigoude Blois","23","22","13,78","0,09"
"2025-04-12","Restaurant Breton Mamie Bigoude Bourges","52","47","24,56","0,15"
"2025-04-12","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","3","2","4,67","0"
"2025-04-12","Restaurant Breton Mamie Bigoude Montluçon","26","26","25,92","0,15"
"2025-04-12","Restaurant Breton Mamie Bigoude Orléans","10","8","12,4","0,4"
"2025-04-12","Restaurant Breton Mamie Bigoude Poitiers","18","15","12,39","0,22"
"2025-04-12","Restaurant Breton Mamie Bigoude Tours","18","18","23","0,11"
"2025-04-12","Restaurante Mamie Bigoude Bretón Poitiers","1","1","51","0"
"2025-04-12","Salad menu at Mamie Bigoude restaurant","1","1","26","0"
"2025-04-12","Univers Comptoir Mamie Bigoude","38","37","23,34","0,03"
"2025-04-12","Visitas guiadas por el restaurante bretón Mamie Bigoude","1","1","12","0"
"2025-04-12","選單 Formulas 餐廳 Mamie Bigoude","1","1","39","0"
"2025-04-13","Bancone Mamie Bigoude - Creperie ad Amboise, Tours, Orléans, Blois","1","1","83","0"
"2025-04-13","Carta de crepes del restaurante Mamie Bigoude","1","1","26","0"
"2025-04-13","Carte Formules restaurant Mamie Bigoude","111","106","24,68","0,13"
"2025-04-13","Carte Galettes restaurant Mamie Bigoude","196","181","40,67","0,09"
"2025-04-13","Carte Salades restaurant Mamie Bigoude","40","40","29,83","0"
"2025-04-13","Carte crêpes restaurant Mamie Bigoude","80","76","33,39","0,06"
"2025-04-13","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","450","411","19,55","0,26"
"2025-04-13","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","1","1","0","0"
"2025-04-13","Devenir franchisé Comptoir Mamie Bigoude","17","15","39,18","0,24"
"2025-04-13","Mamie Bigoude Contra Universo","2","2","14,5","0"
"2025-04-13","Mamie Bigoude ControUniverso","1","1","58","0"
"2025-04-13","Mamie Bigoude Counter - Amboise, Tours, Orléans, Blois 的 Crêperie","1","1","5","0"
"2025-04-13","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","3","3","7","0"
"2025-04-13","Mamie Bigoude Restaurant Galettes Menu","1","1","31","0"
"2025-04-13","Mamie Bigoude Restaurant Menu","2","2","21,5","0"
"2025-04-13","Mamie Bigoude Ristorante bretone Blois","1","1","157","0"
"2025-04-13","Mamie Bigoude restaurant crepe menu","1","1","30","0"
"2025-04-13","Mamie Bigoude 餐厅菜单","1","1","32","0"
"2025-04-13","Menu Formulas restaurant Mamie Bigoude","1","1","34","0"
"2025-04-13","Menu delle galette del ristorante Mamie Bigoude","1","1","50","0"
"2025-04-13","Menù del ristorante Mamie Bigoude","1","1","73","0"
"2025-04-13","Menù di insalate al ristorante Mamie Bigoude","1","1","14","0"
"2025-04-13","Menú De Galettes Del Restaurante Mamie Bigoude","4","4","21,5","0"
"2025-04-13","Menú del restaurante Mamie Bigoude","1","1","19","0"
"2025-04-13","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","4","4","30,75","0"
"2025-04-13","Restaurant Breton Mamie Bigoude Blois","24","21","32,33","0,13"
"2025-04-13","Restaurant Breton Mamie Bigoude Bourges","42","35","20,64","0,24"
"2025-04-13","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","4","4","3,25","0,5"
"2025-04-13","Restaurant Breton Mamie Bigoude Montluçon","18","18","17,89","0,22"
"2025-04-13","Restaurant Breton Mamie Bigoude Orléans","9","7","20,78","0"
"2025-04-13","Restaurant Breton Mamie Bigoude Poitiers","22","17","17,18","0,23"
"2025-04-13","Restaurant Breton Mamie Bigoude Tours","22","19","15,14","0,45"
"2025-04-13","Restaurante Mamie Bigoude Bretón Poitiers","1","1","185","0"
"2025-04-13","Univers Comptoir Mamie Bigoude","53","52","22,36","0,04"
"2025-04-14","Carta de ensaladas en el restaurante Mamie Bigoude","1","1","11","0"
"2025-04-14","Carte Formules restaurant Mamie Bigoude","131","126","26,27","0,05"
"2025-04-14","Carte Galettes restaurant Mamie Bigoude","194","181","40,04","0,08"
"2025-04-14","Carte Galettes餐厅Mamie Bigoude","2","2","177","0"
"2025-04-14","Carte Salades restaurant Mamie Bigoude","61","57","20,75","0,02"
"2025-04-14","Carte crêpes restaurant Mamie Bigoude","90","80","31,31","0,06"
"2025-04-14","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","414","385","19,28","0,28"
"2025-04-14","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","8","8","10,38","0,38"
"2025-04-14","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","2","2","9,5","0"
"2025-04-14","Comptoir Mamie Bigoude - Блинная в Амбуазе, Тур, Орлеан, Блуа","1","1","13","0"
"2025-04-14","Comptoir Mamie Bigoude - 安布瓦斯、图尔、奥尔良、布卢瓦的可丽饼","3","3","22,33","0"
"2025-04-14","Contraunivers de Mamie Bigoude","1","1","27","0"
"2025-04-14","Devenir franchisé Comptoir Mamie Bigoude","11","11","71,36","0,09"
"2025-04-14","Mamie Bigoude Breton Restaurant Blois","1","1","3","0"
"2025-04-14","Mamie Bigoude Breton Restaurant Montluçon","1","1","59","0"
"2025-04-14","Mamie Bigoude Breton Restaurant Tours","1","1","11","0"
"2025-04-14","Mamie Bigoude Contra Universo","1","1","8","0"
"2025-04-14","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","4","4","26","0"
"2025-04-14","Mamie Bigoude Restaurant Galettes Menu","4","4","74,25","0"
"2025-04-14","Mamie Bigoude Restaurant Menu","4","4","99","0"
"2025-04-14","Mamie Bigoude restaurant crepe menu","2","1","5,5","0"
"2025-04-14","Menú De Galettes Del Restaurante Mamie Bigoude","2","2","28","0"
"2025-04-14","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","2","2","39,5","0"
"2025-04-14","Restaurant Breton Mamie Bigoude Blois","34","30","21,15","0,18"
"2025-04-14","Restaurant Breton Mamie Bigoude Bourges","39","34","23,97","0,23"
"2025-04-14","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","9","9","14,22","0,11"
"2025-04-14","Restaurant Breton Mamie Bigoude Montluçon","27","25","19,15","0,19"
"2025-04-14","Restaurant Breton Mamie Bigoude Orléans","6","5","18,83","0,33"
"2025-04-14","Restaurant Breton Mamie Bigoude Poitiers","9","9","10,33","0"
"2025-04-14","Restaurant Breton Mamie Bigoude Tours","31","28","15,94","0,19"
"2025-04-14","Salad menu at Mamie Bigoude restaurant","3","2","18,67","0"
"2025-04-14","Taulell de Mamie Bigoude - Crêperie a Amboise, Tours, Orléans, Blois","1","1","7","0"
"2025-04-14","Univers Comptoir Mamie Bigoude","52","48","17,15","0,12"
"2025-04-14","宇宙计数器奶奶卷发器","2","2","15","0"
"2025-04-14","菜单 Formulas 餐厅 Mamie Bigoude","2","2","68","0"
"2025-04-14","菜单煎饼餐厅Mamie Bigoude","1","1","24","0"
"2025-04-15","Carte Formules restaurant Mamie Bigoude","121","116","25,3","0,11"
"2025-04-15","Carte Galettes restaurant Mamie Bigoude","202","185","40,48","0,08"
"2025-04-15","Carte Salades restaurant Mamie Bigoude","53","46","15,57","0,17"
"2025-04-15","Carte crêpes restaurant Mamie Bigoude","89","78","29,48","0,03"
"2025-04-15","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","415","387","21,31","0,26"
"2025-04-15","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","18","14","13,72","0,11"
"2025-04-15","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","18","0"
"2025-04-15","Devenir franchisé Comptoir Mamie Bigoude","16","16","29,19","0"
"2025-04-15","Mamie Bigoude Breton Restaurant Tours","1","1","25","0"
"2025-04-15","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","2","2","29,5","0"
"2025-04-15","Mamie Bigoude Restaurant Galettes Menu","3","3","21","0"
"2025-04-15","Mamie Bigoude Restaurant Menu","1","1","6","0"
"2025-04-15","Restaurant Breton Mamie Bigoude Blois","34","32","48,44","0,21"
"2025-04-15","Restaurant Breton Mamie Bigoude Bourges","41","34","30,8","0,24"
"2025-04-15","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","10","7","24,6","0,2"
"2025-04-15","Restaurant Breton Mamie Bigoude Montluçon","27","25","16,81","0,11"
"2025-04-15","Restaurant Breton Mamie Bigoude Orléans","12","11","21,17","0,17"
"2025-04-15","Restaurant Breton Mamie Bigoude Poitiers","21","20","22,1","0,1"
"2025-04-15","Restaurant Breton Mamie Bigoude Tours","30","27","25,9","0,23"
"2025-04-15","Univers Comptoir Mamie Bigoude","41","41","28,78","0,02"
"2025-04-16","Carta Ensaladas restaurante Mamie Bigoude","1","1","33","0"
"2025-04-16","Carta de crepes del restaurante Mamie Bigoude","1","1","20","0"
"2025-04-16","Carte Formules restaurant Mamie Bigoude","124","111","26,44","0,12"
"2025-04-16","Carte Galettes restaurant Mamie Bigoude","202","189","34,21","0,08"
"2025-04-16","Carte Salades restaurant Mamie Bigoude","46","44","18,35","0,04"
"2025-04-16","Carte crêpes restaurant Mamie Bigoude","77","72","21,78","0,09"
"2025-04-16","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","3","0"
"2025-04-16","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","398","380","19,66","0,24"
"2025-04-16","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","5","4","15,4","0,4"
"2025-04-16","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","4","3","16,5","0,25"
"2025-04-16","Devenir franchisé Comptoir Mamie Bigoude","13","13","29,08","0,08"
"2025-04-16","Formule Etudiante","1","1","13","0"
"2025-04-16","Menú De Galettes Del Restaurante Mamie Bigoude","1","1","75","0"
"2025-04-16","Menú del restaurante Mamie Bigoude","1","1","45","0"
"2025-04-16","Restaurant Breton Mamie Bigoude Blois","28","27","17,29","0,14"
"2025-04-16","Restaurant Breton Mamie Bigoude Bourges","33","32","15,52","0,18"
"2025-04-16","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","9","9","13,78","0"
"2025-04-16","Restaurant Breton Mamie Bigoude Montluçon","30","26","17,47","0,2"
"2025-04-16","Restaurant Breton Mamie Bigoude Orléans","12","9","13,83","0,25"
"2025-04-16","Restaurant Breton Mamie Bigoude Poitiers","15","15","15,27","0,13"
"2025-04-16","Restaurant Breton Mamie Bigoude Tours","19","17","21,58","0,05"
"2025-04-16","Restaurante Breton Mamie Bigoude Blois","1","1","9","0"
"2025-04-16","Restaurante Breton Mamie Bigoude Bourges","1","1","2","0"
"2025-04-16","Restaurante bretón Mamie Bigoude en Orleans","1","1","63","0"
"2025-04-16","Tarjeta de galettes restaurante Mamie Bigoude","1","1","49","0"
"2025-04-16","Univers Comptoir Mamie Bigoude","44","43","19,82","0"
"2025-04-17","Bancone Mamie Bigoude - Creperie ad Amboise, Tours, Orléans, Blois","1","1","7","0"
"2025-04-17","Carte Formules restaurant Mamie Bigoude","104","100","26,46","0,11"
"2025-04-17","Carte Galettes restaurant Mamie Bigoude","172","158","44,03","0,11"
