"Date","Page title","Sessions","Total users","Average session length (sec)","Bounce rate"
"2025-12-27","Menú de ensaladas en el restaurante Mamie Bigoude","1","1","36","0"
"2025-12-27","Menú de galettes en el restaurante Mamie Bigoude","3","3","125,67","0"
"2025-12-27","Restaurant Breton Mamie Bigoude Angers","72","62","36,79","0,26"
"2025-12-27","Restaurant Breton Mamie Bigoude Blois","26","21","24,08","0,08"
"2025-12-27","Restaurant Breton Mamie Bigoude Bourges","68","56","17,03","0,22"
"2025-12-27","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","13","10","7","0,38"
"2025-12-27","Restaurant Breton Mamie Bigoude Limoges","21","21","16,05","0,14"
"2025-12-27","Restaurant Breton Mamie Bigoude Montluçon","14","12","7,21","0,29"
"2025-12-27","Restaurant Breton Mamie Bigoude Niort","32","25","14,56","0,22"
"2025-12-27","Restaurant Breton Mamie Bigoude Orléans","16","14","15","0,19"
"2025-12-27","Restaurant Breton Mamie Bigoude Poitiers","12","12","13,92","0,08"
"2025-12-27","Restaurant Breton Mamie Bigoude Tours","16","11","24,94","0,31"
"2025-12-27","Restaurante bretón Mamie Bigoude Poitiers","1","1","41","0"
"2025-12-27","Univers Comptoir Mamie Bigoude","113","106","24,24","0,02"
"2025-12-28","Breton Restaurant Mamie Bigoude Limoges","1","1","9","0"
"2025-12-28","Carta y menús del restaurante Mamie Bigoude","3","3","5,67","0"
"2025-12-28","Carte Formules restaurant Mamie Bigoude","196","188","25,75","0,07"
"2025-12-28","Carte Galettes restaurant Mamie Bigoude","301","284","42,39","0,08"
"2025-12-28","Carte Salades restaurant Mamie Bigoude","75","70","12,63","0,09"
"2025-12-28","Carte crêpes restaurant Mamie Bigoude","130","123","35,37","0,05"
"2025-12-28","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","1","1","43","0"
"2025-12-28","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","8","5","25,75","0"
"2025-12-28","Comptoir Mamie Bigoude - Crêperie in Amboise, Tours, Orléans, Blois","1","1","32","0"
"2025-12-28","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","702","646","19,11","0,28"
"2025-12-28","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","3","3","20,33","0"
"2025-12-28","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","2","2","16,5","0"
"2025-12-28","Devenir franchisé Comptoir Mamie Bigoude","21","20","49,29","0,05"
"2025-12-28","Mamie Bigoude Restaurant Formulas Card","1","1","20","0"
"2025-12-28","Menú de galettes en el restaurante Mamie Bigoude","2","2","19,5","0"
"2025-12-28","Restaurant Breton Mamie Bigoude Angers","76","65","16,34","0,25"
"2025-12-28","Restaurant Breton Mamie Bigoude Blois","36","33","23,14","0,11"
"2025-12-28","Restaurant Breton Mamie Bigoude Bourges","59","52","22,15","0,22"
"2025-12-28","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","8","7","15,38","0,13"
"2025-12-28","Restaurant Breton Mamie Bigoude Limoges","13","12","11,69","0,15"
"2025-12-28","Restaurant Breton Mamie Bigoude Montluçon","12","12","10","0,33"
"2025-12-28","Restaurant Breton Mamie Bigoude Niort","35","34","32,2","0,14"
"2025-12-28","Restaurant Breton Mamie Bigoude Orléans","10","9","7,4","0,3"
"2025-12-28","Restaurant Breton Mamie Bigoude Poitiers","12","11","16,5","0,08"
"2025-12-28","Restaurant Breton Mamie Bigoude Tours","14","11","20,29","0,21"
"2025-12-28","Univers Comptoir Mamie Bigoude","84","79","22,29","0,1"
"2025-12-28","Universe Counter Grandma Bigoude","1","1","41","0"
"2025-12-29","Breton Restaurant Mamie Bigoude Blois","1","1","101","0"
"2025-12-29","Breton Restaurant Mamie Bigoude Orléans","1","1","16","0"
"2025-12-29","Bretonisches Restaurant Mamie Bigoude Blois","1","1","35","0"
"2025-12-29","Carte Formules restaurant Mamie Bigoude","192","178","26,15","0,09"
"2025-12-29","Carte Galettes restaurant Mamie Bigoude","255","239","40,53","0,06"
"2025-12-29","Carte Salades restaurant Mamie Bigoude","67","66","21,85","0,04"
"2025-12-29","Carte crêpes restaurant Mamie Bigoude","116","108","43,38","0,07"
"2025-12-29","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","1","1","26","0"
"2025-12-29","Comptoir Mamie Bigoude - Crêperie a Amboise, Tours, Orléans, Blois","2","1","7","0"
"2025-12-29","Comptoir Mamie Bigoude - Crêperie in Amboise, Tours, Orléans, Blois","2","2","40","0"
"2025-12-29","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","607","562","21,15","0,25"
"2025-12-29","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","4","3","15","0"
"2025-12-29","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","3","2","3,33","0,67"
"2025-12-29","Contraunivers de Mamie Bigoude","1","1","38","0"
"2025-12-29","Devenir franchisé Comptoir Mamie Bigoude","19","17","38,95","0,16"
"2025-12-29","Menu for Galettes at Mamie Bigoude restaurant","1","1","86","0"
"2025-12-29","Menú i menús per al restaurant Mamie Bigoude","1","1","12","0"
"2025-12-29","Restaurant Breton Mamie Bigoude Angers","69","60","21,42","0,19"
"2025-12-29","Restaurant Breton Mamie Bigoude Blois","31","28","14,45","0,1"
"2025-12-29","Restaurant Breton Mamie Bigoude Bourges","65","55","15,49","0,15"
"2025-12-29","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","9","7","12","0,44"
"2025-12-29","Restaurant Breton Mamie Bigoude Limoges","20","16","12,7","0,1"
"2025-12-29","Restaurant Breton Mamie Bigoude Montluçon","11","10","10,55","0,18"
"2025-12-29","Restaurant Breton Mamie Bigoude Niort","29","24","11,34","0,17"
"2025-12-29","Restaurant Breton Mamie Bigoude Orléans","15","15","8,27","0,33"
"2025-12-29","Restaurant Breton Mamie Bigoude Poitiers","15","15","18,53","0"
"2025-12-29","Restaurant Breton Mamie Bigoude Tours","10","10","23,4","0,1"
"2025-12-29","Univers Comptoir Mamie Bigoude","69","64","21,09","0,09"
"2025-12-29","Universe Counter Grandma Bigoude","1","1","6","0"
"2025-12-30","Carte Formules restaurant Mamie Bigoude","168","162","33,23","0,08"
"2025-12-30","Carte Galettes restaurant Mamie Bigoude","273","253","42,62","0,11"
"2025-12-30","Carte Salades restaurant Mamie Bigoude","70","63","18,13","0,11"
"2025-12-30","Carte crêpes restaurant Mamie Bigoude","126","121","32,21","0,05"
"2025-12-30","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","2","2","50","0"
"2025-12-30","Comptoir Mamie Bigoude - Crêperie a Amboise, Tours, Orléans, Blois","1","1","1","0"
"2025-12-30","Comptoir Mamie Bigoude - Crêperie in Amboise, Tours, Orléans, Blois","1","1","47","0"
"2025-12-30","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","616","570","21,76","0,28"
"2025-12-30","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","1","1","11","0"
"2025-12-30","Contraunivers de Mamie Bigoude","1","1","13","0"
"2025-12-30","Devenir franchisé Comptoir Mamie Bigoude","24","21","23,17","0"
"2025-12-30","Mamie Bigoude Contra Universo","1","1","6","0"
"2025-12-30","Mamie Bigoude Counter Universe","1","1","7","0"
"2025-12-30","Menú de galettes en el restaurante Mamie Bigoude","1","1","52","0"
"2025-12-30","Restaurant Breton Mamie Bigoude Angers","68","64","19,76","0,12"
"2025-12-30","Restaurant Breton Mamie Bigoude Blois","23","20","21,52","0,22"
"2025-12-30","Restaurant Breton Mamie Bigoude Bourges","32","31","30,34","0,22"
"2025-12-30","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","12","10","9,67","0,17"
"2025-12-30","Restaurant Breton Mamie Bigoude Limoges","12","11","19,17","0,17"
"2025-12-30","Restaurant Breton Mamie Bigoude Montluçon","12","8","21,5","0,42"
"2025-12-30","Restaurant Breton Mamie Bigoude Niort","24","19","33,04","0,13"
"2025-12-30","Restaurant Breton Mamie Bigoude Orléans","20","19","25,65","0,05"
"2025-12-30","Restaurant Breton Mamie Bigoude Poitiers","10","9","39,3","0,2"
"2025-12-30","Restaurant Breton Mamie Bigoude Tours","14","12","12","0,14"
"2025-12-30","Univers Comptoir Mamie Bigoude","83","81","28,72","0,04"
"2025-12-31","Breton Restaurant Mamie Bigoude Angers","1","1","20","0"
"2025-12-31","Carte Formules restaurant Mamie Bigoude","83","80","27,75","0,13"
"2025-12-31","Carte Galettes restaurant Mamie Bigoude","134","121","45,07","0,13"
"2025-12-31","Carte Salades restaurant Mamie Bigoude","22","21","18,27","0,05"
"2025-12-31","Carte crêpes restaurant Mamie Bigoude","56","52","29,64","0,13"
"2025-12-31","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","1","1","55","0"
"2025-12-31","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","21","0"
"2025-12-31","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","342","328","16,44","0,34"
"2025-12-31","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","19","0"
"2025-12-31","Devenir franchisé Comptoir Mamie Bigoude","17","17","44,35","0,18"
"2025-12-31","Restaurant Breton Mamie Bigoude Angers","66","60","20,14","0,23"
"2025-12-31","Restaurant Breton Mamie Bigoude Blois","13","11","10,85","0,38"
"2025-12-31","Restaurant Breton Mamie Bigoude Bourges","20","18","19,25","0,35"
"2025-12-31","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","1","1","14","0"
"2025-12-31","Restaurant Breton Mamie Bigoude Limoges","4","4","11,25","0"
"2025-12-31","Restaurant Breton Mamie Bigoude Montluçon","4","4","3,5","0,5"
"2025-12-31","Restaurant Breton Mamie Bigoude Niort","7","6","14,14","0,43"
"2025-12-31","Restaurant Breton Mamie Bigoude Orléans","8","7","7","0,38"
"2025-12-31","Restaurant Breton Mamie Bigoude Poitiers","7","7","12,14","0,29"
"2025-12-31","Restaurant Breton Mamie Bigoude Tours","11","11","17","0,18"
"2025-12-31","Restaurante bretón Mamie Bigoude Poitiers","1","1","56","0"
"2025-12-31","Univers Comptoir Mamie Bigoude","49","47","19,69","0,06"
"2026-01-01","Carte Formules restaurant Mamie Bigoude","78","77","33,27","0,04"
"2026-01-01","Carte Galettes restaurant Mamie Bigoude","106","103","45,59","0,06"
"2026-01-01","Carte Salades restaurant Mamie Bigoude","32","31","19,5","0,03"
"2026-01-01","Carte crêpes restaurant Mamie Bigoude","44","42","37,52","0,07"
"2026-01-01","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","2","2","25","0"
"2026-01-01","Comptoir Mamie Bigoude - Crêperie in Amboise, Tours, Orléans, Blois","2","2","33,5","0"
"2026-01-01","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","274","256","18,12","0,34"
"2026-01-01","Devenir franchisé Comptoir Mamie Bigoude","8","8","39,88","0"
"2026-01-01","Restaurant Breton Mamie Bigoude Angers","34","32","26,12","0,06"
"2026-01-01","Restaurant Breton Mamie Bigoude Blois","9","8","14,11","0,33"
"2026-01-01","Restaurant Breton Mamie Bigoude Bourges","12","12","19,83","0,17"
"2026-01-01","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","3","3","6,67","0,33"
"2026-01-01","Restaurant Breton Mamie Bigoude Limoges","2","2","33","0"
"2026-01-01","Restaurant Breton Mamie Bigoude Montluçon","6","6","14","0,17"
"2026-01-01","Restaurant Breton Mamie Bigoude Niort","12","11","15,75","0,17"
"2026-01-01","Restaurant Breton Mamie Bigoude Orléans","3","3","10,33","0,33"
"2026-01-01","Restaurant Breton Mamie Bigoude Poitiers","7","7","7,71","0,57"
"2026-01-01","Restaurant Breton Mamie Bigoude Tours","7","7","12,29","0,29"
"2026-01-01","Univers Comptoir Mamie Bigoude","54","52","17,61","0,11"
"2026-01-01","Universe Comptoir Mamie Bigoude","1","1","19","0"
"2026-01-02","Carte Formules restaurant Mamie Bigoude","140","136","26,91","0,05"
"2026-01-02","Carte Galettes restaurant Mamie Bigoude","241","222","41,16","0,07"
"2026-01-02","Carte Salades restaurant Mamie Bigoude","57","57","18,35","0"
"2026-01-02","Carte crêpes restaurant Mamie Bigoude","111","101","26,21","0,09"
"2026-01-02","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","2","0"
"2026-01-02","Comptoir Mamie Bigoude - Crêperie a Amboise, Tours, Orléans, Blois","1","1","16","0"
"2026-01-02","Comptoir Mamie Bigoude - Crêperie in Amboise, Tours, Orleans, Blois","1","1","27","0"
"2026-01-02","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","484","451","19,05","0,23"
"2026-01-02","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","2","1","0","0,5"
"2026-01-02","Contraunivers de Mamie Bigoude","1","1","9","0"
"2026-01-02","Devenir franchisé Comptoir Mamie Bigoude","14","13","28,07","0,29"
"2026-01-02","Formule Etudiante","2","2","11,5","0"
"2026-01-02","Menu en vaste menu's voor restaurant Mamie Bigoude","1","1","36","0"
"2026-01-02","Menu voor Galettes in restaurant Mamie Bigoude","1","1","64","0"
"2026-01-02","Menú de galettes en el restaurante Mamie Bigoude","1","1","11","0"
"2026-01-02","Menú per a Galettes al restaurant Mamie Bigoude","1","1","14","0"
"2026-01-02","Restaurant Breton Mamie Bigoude Angers","74","64","14,07","0,2"
"2026-01-02","Restaurant Breton Mamie Bigoude Blois","13","12","15,23","0,31"
"2026-01-02","Restaurant Breton Mamie Bigoude Bourges","32","30","23,69","0,25"
"2026-01-02","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","11","11","18,45","0,09"
"2026-01-02","Restaurant Breton Mamie Bigoude Limoges","11","11","10,73","0,18"
"2026-01-02","Restaurant Breton Mamie Bigoude Montluçon","7","7","21,86","0"
"2026-01-02","Restaurant Breton Mamie Bigoude Niort","27","25","22,26","0,11"
"2026-01-02","Restaurant Breton Mamie Bigoude Orléans","14","13","25","0,07"
"2026-01-02","Restaurant Breton Mamie Bigoude Poitiers","11","10","14,82","0,18"
"2026-01-02","Restaurant Breton Mamie Bigoude Tours","2","2","24","0"
"2026-01-02","Univers Comptoir Mamie Bigoude","52","48","19,19","0,08"
"2026-01-02","Бретонский ресторан Mamie Bigoude в Лиможе","1","1","9","0"
"2026-01-02","Меню галетт в ресторане Mamie Bigoude","1","1","10","0"
"2026-01-03","Carte Formules restaurant Mamie Bigoude","140","134","25,26","0,06"
"2026-01-03","Carte Galettes restaurant Mamie Bigoude","217","197","42,06","0,1"
"2026-01-03","Carte Salades restaurant Mamie Bigoude","32","32","14,78","0,03"
"2026-01-03","Carte crêpes restaurant Mamie Bigoude","91","86","28,34","0,07"
"2026-01-03","Comptoir Mamie Bigoude - Creperie a Amboise, Tours, Orléans, Blois","1","1","14","0"
"2026-01-03","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","64","0"
"2026-01-03","Comptoir Mamie Bigoude - Crêperie a Amboise, Tours, Orléans, Blois","1","1","25","0"
"2026-01-03","Comptoir Mamie Bigoude - Crêperie in Amboise, Tours, Orléans, Blois","2","2","18","0,5"
"2026-01-03","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","518","472","19,38","0,29"
"2026-01-03","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","2","2","16,5","0,5"
"2026-01-03","Devenir franchisé Comptoir Mamie Bigoude","25","25","32,8","0,08"
"2026-01-03","Restaurant Breton Mamie Bigoude Angers","69","61","23,3","0,23"
"2026-01-03","Restaurant Breton Mamie Bigoude Blois","5","5","12,6","0"
"2026-01-03","Restaurant Breton Mamie Bigoude Bourges","34","33","26,18","0,06"
"2026-01-03","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","9","8","59,44","0,11"
"2026-01-03","Restaurant Breton Mamie Bigoude Limoges","10","9","17,1","0"
"2026-01-03","Restaurant Breton Mamie Bigoude Montluçon","4","4","32","0,25"
"2026-01-03","Restaurant Breton Mamie Bigoude Niort","23","21","15,17","0,3"
"2026-01-03","Restaurant Breton Mamie Bigoude Orléans","11","10","10,55","0,18"
"2026-01-03","Restaurant Breton Mamie Bigoude Poitiers","20","18","9,9","0,3"
"2026-01-03","Restaurant Breton Mamie Bigoude Tours","7","7","28,29","0"
"2026-01-03","Univers Comptoir Mamie Bigoude","70","64","22,79","0,04"
"2026-01-04","Carta de crepes del restaurante Mamie Bigoude","1","1","17","0"
"2026-01-04","Carta y menús del restaurante Mamie Bigoude","1","1","105","0"
"2026-01-04","Carte Formules restaurant Mamie Bigoude","76","72","29,21","0,11"
"2026-01-04","Carte Galettes restaurant Mamie Bigoude","130","120","51,61","0,08"
"2026-01-04","Carte Salades restaurant Mamie Bigoude","37","33","17,11","0,11"
"2026-01-04","Carte crêpes restaurant Mamie Bigoude","62","58","29,45","0,08"
"2026-01-04","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","2","2","101","0"
"2026-01-04","Comptoir Mamie Bigoude - Crêperie a Amboise, Tours, Orléans, Blois","1","1","5","0"
"2026-01-04","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","338","317","20,28","0,31"
"2026-01-04","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","2","1","34,5","0,5"
"2026-01-04","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","2","2","6","0,5"
"2026-01-04","Devenir franchisé Comptoir Mamie Bigoude","14","14","26,36","0,07"
"2026-01-04","Menú de galettes en el restaurante Mamie Bigoude","3","2","152,67","0"
"2026-01-04","Restaurant Breton Mamie Bigoude Angers","61","54","16,43","0,18"
"2026-01-04","Restaurant Breton Mamie Bigoude Blois","3","3","36,33","0"
"2026-01-04","Restaurant Breton Mamie Bigoude Bourges","20","16","19,15","0,4"
"2026-01-04","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","7","6","18,29","0,14"
"2026-01-04","Restaurant Breton Mamie Bigoude Limoges","7","7","16,57","0,14"
"2026-01-04","Restaurant Breton Mamie Bigoude Montluçon","5","5","30,8","0"
"2026-01-04","Restaurant Breton Mamie Bigoude Niort","6","5","12,17","0,33"
"2026-01-04","Restaurant Breton Mamie Bigoude Orléans","10","10","14","0,1"
"2026-01-04","Restaurant Breton Mamie Bigoude Poitiers","14","12","13","0,36"
"2026-01-04","Restaurant Breton Mamie Bigoude Tours","8","8","21,88","0,13"
"2026-01-04","Univers Comptoir Mamie Bigoude","34","32","18,56","0,15"
"2026-01-05","Bière / Vin","2","2","0","1"
"2026-01-05","Carta y menús del restaurante Mamie Bigoude","1","1","10","0"
"2026-01-05","Carte Formules restaurant Mamie Bigoude","82","74","24,13","0,2"
"2026-01-05","Carte Galettes restaurant Mamie Bigoude","122","118","44,99","0,13"
"2026-01-05","Carte Salades restaurant Mamie Bigoude","24","24","27,17","0,04"
"2026-01-05","Carte crêpes restaurant Mamie Bigoude","65","60","32,69","0,11"
"2026-01-05","Chantilly","1","1","0","1"
"2026-01-05","Cidre","1","1","0","1"
"2026-01-05","Cidre Brut 50","1","1","0","1"
"2026-01-05","Cidre Tradition","1","1","0","1"
"2026-01-05","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","258","239","16,24","0,36"
"2026-01-05","Crepe à composer","1","1","0","1"
"2026-01-05","Devenir franchisé Comptoir Mamie Bigoude","11","11","154,82","0,09"
"2026-01-05","Flambée Calvados","1","1","0","1"
"2026-01-05","Galette Saucisse ","1","1","0","1"
"2026-01-05","Galettes","2","2","0","1"
"2026-01-05","Gene Vincent","1","1","0","1"
"2026-01-05","Kit Goûter","1","1","0","1"
"2026-01-05","La Végétarienne","1","1","0","1"
"2026-01-05","Restaurant Breton Mamie Bigoude Angers","44","43","16,86","0,16"
"2026-01-05","Restaurant Breton Mamie Bigoude Blois","3","3","16,33","0,33"
"2026-01-05","Restaurant Breton Mamie Bigoude Bourges","22","19","19,91","0,32"
