Date,Campaign name,Cost (EUR),Impressions,Clicks (all),Post reactions,Post comments,Post shares,Post Saves,Page likes,Three-second video views,Engagement
2025-02-18,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"16,08",18238,27,8,,,,1,1201,8
2025-02-18,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"15,87",16899,20,1,,,,,662,1
2025-02-18,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,97",9686,7,1,,,,,338,1
2025-02-18,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,73",9447,16,4,,,,,377,4
2025-02-18,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"4,9",7954,12,4,,,,,387,4
2025-02-18,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"17,17",26378,56,14,,,,,1074,14
2025-02-18,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"5,47",9040,14,1,,,,,989,1
2025-02-18,BODYHOUSE_Notoriety_META_Ville_JACOU,"8,8",11159,14,1,,,,,250,1
2025-02-18,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"7,26",9206,36,6,,,,,873,6
2025-02-18,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"7,06",12964,38,8,,,,,849,8
2025-02-18,BODYHOUSE_Notoriety_META_Ville_SALAISE,"5,62",7831,7,1,,,,,228,1
2025-02-18,BODYHOUSE_Notoriety_META_Ville_VALENCE,"15,86",15612,48,9,,,,,338,9
2025-02-18,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"12,12",9225,14,,,,,,403,0
2025-02-18,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"4,26",3210,45,1,,,,,,1
2025-02-18,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"8,2",19130,61,2,,,,,,2
2025-02-18,BODYHOUSE_Traffic_FB_Ville_LYON,"5,88",12454,46,1,,,,,,1
2025-02-18,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"21,6",26558,176,1,,,,,,1
2025-02-18,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"16,69",31365,102,1,,,,1,,1
2025-02-18,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"16,88",34122,115,1,,,,,,1
2025-02-18,BODYHOUSE_Traffic_META_Ville_BIGANOS,"8,43",4350,77,4,,,,,,4
2025-02-18,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"5,4",2878,35,2,,,,,,2
2025-02-18,BODYHOUSE_Traffic_META_Ville_JACOU,"6,56",2710,33,1,,,,,,1
2025-02-18,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"4,96",10220,47,,,,,,,0
2025-02-18,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"6,23",8418,47,2,,,,,,2
2025-02-18,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,81",2892,33,1,,,,,,1
2025-02-18,BODYHOUSE_Traffic_META_Ville_VALENCE,"15,43",6424,109,3,,,,,,3
2025-02-18,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"11,57",4060,52,1,,,,1,,1
2025-02-19,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"7,68",1611,22,5,,,,,794,5
2025-02-19,BODYHOUSE_Engagement_META_Ville_BIGANOS,"8,9",2571,23,24,,,,,1446,24
2025-02-19,BODYHOUSE_Engagment_IG_Ville_SALAISE,"11,11",3525,17,11,,,,,1674,11
2025-02-19,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"12,92",3022,81,45,,,,,1888,45
2025-02-19,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"15,84",18007,29,3,,,,1,1264,3
2025-02-19,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"15,96",17902,22,1,,,,,884,1
2025-02-19,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,98",9883,8,1,,,,,329,1
2025-02-19,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,74",9362,4,,,,,,178,0
2025-02-19,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"4,83",8085,18,2,,,,,366,2
2025-02-19,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"17,59",24853,41,12,,,,,699,12
2025-02-19,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"5,47",8809,19,7,,,,,1153,7
2025-02-19,BODYHOUSE_Notoriety_META_Ville_JACOU,"9,18",11576,22,3,,,,,419,3
2025-02-19,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"6,95",8831,21,5,,,,,692,5
2025-02-19,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"6,62",12667,35,5,,,,,741,5
2025-02-19,BODYHOUSE_Notoriety_META_Ville_SALAISE,"5,62",7782,19,3,,,,,299,3
2025-02-19,BODYHOUSE_Notoriety_META_Ville_VALENCE,"15,6",15563,50,5,,,,1,505,5
2025-02-19,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,43",8858,13,1,,,,,405,1
2025-02-19,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"4,15",2749,38,,,,,,,0
2025-02-19,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,68",18472,45,1,,,,,,1
2025-02-19,BODYHOUSE_Traffic_FB_Ville_LYON,"5,85",12624,37,2,,,,,,2
2025-02-19,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"21,53",29566,170,2,,,,,,2
2025-02-19,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"16,2",29320,100,,,,,,,0
2025-02-19,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"16,41",29009,122,1,,,,,,1
2025-02-19,BODYHOUSE_Traffic_META_Ville_BIGANOS,"8,86",3770,56,4,,,,1,,4
2025-02-19,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"5,53",2995,39,2,,,,,,2
2025-02-19,BODYHOUSE_Traffic_META_Ville_JACOU,"6,93",2917,56,2,,,,,,2
2025-02-19,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"4,98",10768,38,,,,,,,0
2025-02-19,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"7,01",9415,65,,,,,1,,0
2025-02-19,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,72",2860,39,,,,,,,0
2025-02-19,BODYHOUSE_Traffic_META_Ville_VALENCE,"16,01",6935,124,2,,,,,,2
2025-02-19,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"11,27",3962,61,4,,,,,,4
2025-02-20,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"7,72",1582,26,5,,,1,,864,6
2025-02-20,BODYHOUSE_Engagement_META_Ville_BIGANOS,"8,64",2599,25,12,,,1,,1568,13
2025-02-20,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,89",3772,24,5,,,,,1766,5
2025-02-20,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"12,9",2900,47,42,,,,,1846,42
2025-02-20,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"15,55",17657,32,7,,,,,1270,7
2025-02-20,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"15,59",17256,13,1,,,,,831,1
2025-02-20,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,75",9715,8,4,,,,,280,4
2025-02-20,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,65",9196,12,4,,,,,200,4
2025-02-20,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"4,79",7761,25,1,,,,,425,1
2025-02-20,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"16,24",21731,35,7,,,,,695,7
2025-02-20,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"5,5",8625,22,6,,,,,752,6
2025-02-20,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,73",9763,13,2,,,,,315,2
2025-02-20,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"6,99",9177,27,8,,,,,702,8
2025-02-20,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"6,43",11916,28,9,,,,,454,9
2025-02-20,BODYHOUSE_Notoriety_META_Ville_SALAISE,"5,44",8000,13,3,,,,,305,3
2025-02-20,BODYHOUSE_Notoriety_META_Ville_VALENCE,"15,15",15597,39,7,,,,,361,7
2025-02-20,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,65",9094,13,1,1,,,,427,2
2025-02-20,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"4,1",2394,44,1,,,,,,1
2025-02-20,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,62",18642,61,1,,,,,,1
2025-02-20,BODYHOUSE_Traffic_FB_Ville_LYON,"5,8",10516,56,,,,,1,,0
2025-02-20,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"21,76",28586,151,,,,,,,0
2025-02-20,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"15,13",24503,98,2,,,,1,,2
2025-02-20,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"15,27",27900,94,1,,,1,,,2
2025-02-20,BODYHOUSE_Traffic_META_Ville_BIGANOS,"7,71",3471,69,4,,,,,,4
2025-02-20,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"5,49",2766,47,,,,1,,,1
2025-02-20,BODYHOUSE_Traffic_META_Ville_JACOU,"6,7",2594,42,2,,,,,,2
2025-02-20,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"5,15",10226,28,1,,,,,,1
2025-02-20,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"6,93",7568,52,1,,,,,,1
2025-02-20,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,4",2629,50,1,,1,,,,2
2025-02-20,BODYHOUSE_Traffic_META_Ville_VALENCE,"15,31",6539,146,4,,,,,,4
2025-02-20,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"11,47",4087,49,,,,,,,0
2025-02-21,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"7,69",1614,26,7,,,,,900,7
2025-02-21,BODYHOUSE_Engagement_META_Ville_BIGANOS,"8,85",2564,29,17,,,1,,1535,18
2025-02-21,BODYHOUSE_Engagment_IG_Ville_SALAISE,"11,15",3494,21,7,,,,,1585,7
2025-02-21,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"13,33",2941,67,64,,,,,1831,64
2025-02-21,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"15,64",16773,30,3,,,,,1056,3
2025-02-21,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"15,71",16511,19,1,,,,,818,1
2025-02-21,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,87",9247,9,4,,,,,229,4
2025-02-21,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,66",8834,15,,,,,,260,0
2025-02-21,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"4,85",7300,17,3,,,,1,262,3
2025-02-21,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"17,9",24568,19,6,,,,,553,6
2025-02-21,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"5,43",8760,14,3,,,,,926,3
2025-02-21,BODYHOUSE_Notoriety_META_Ville_JACOU,"8,86",11086,12,1,,,,,290,1
2025-02-21,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"6,92",8551,23,3,,,,,696,3
2025-02-21,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"6,26",10298,14,4,,,,,217,4
2025-02-21,BODYHOUSE_Notoriety_META_Ville_SALAISE,"5,6",7389,8,1,,,,,286,1
2025-02-21,BODYHOUSE_Notoriety_META_Ville_VALENCE,"15,6",15597,30,1,,,,1,364,1
2025-02-21,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,54",8684,11,,,,,,386,0
2025-02-21,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"4,09",2469,38,,,,,,,0
2025-02-21,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"8,01",19146,57,,,,,,,0
2025-02-21,BODYHOUSE_Traffic_FB_Ville_LYON,"5,54",8358,48,,,,,,,0
2025-02-21,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"21,75",30437,155,2,,,,,,2
2025-02-21,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"15,87",27220,99,,,,,,,0
2025-02-21,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"15,88",28866,88,1,,,,,,1
2025-02-21,BODYHOUSE_Traffic_META_Ville_BIGANOS,"8,94",3694,67,3,,,,1,,3
2025-02-21,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"5,46",2630,43,2,,,,,,2
2025-02-21,BODYHOUSE_Traffic_META_Ville_JACOU,"6,51",2317,47,2,,,,,,2
2025-02-21,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"5,11",10727,34,,,,,,,0
2025-02-21,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"6,22",6351,41,3,,,,,,3
2025-02-21,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,35",2533,39,2,,,,,,2
2025-02-21,BODYHOUSE_Traffic_META_Ville_VALENCE,"15,75",6272,119,3,,,,1,,3
2025-02-21,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"11,41",3665,53,,,,,,,0
2025-02-22,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"8,08",1713,25,10,,,,,909,10
2025-02-22,BODYHOUSE_Engagement_META_Ville_BIGANOS,"9,01",2514,31,16,,,,,1506,16
2025-02-22,BODYHOUSE_Engagment_IG_Ville_SALAISE,"11,72",4037,11,6,,,,,1957,6
2025-02-22,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"12,9",2976,65,53,,,,,1811,53
2025-02-22,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"16,03",16699,30,5,,,,,941,5
2025-02-22,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"15,93",16291,14,,,,,,708,0
2025-02-22,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"8,06",9320,4,2,,,,,249,2
2025-02-22,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,82",9976,8,2,,,,,523,2
2025-02-22,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"5,14",7803,20,1,,,,1,484,1
2025-02-22,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"18,62",25551,17,4,,,,,452,4
2025-02-22,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"5,76",8806,32,6,,,,,880,6
2025-02-22,BODYHOUSE_Notoriety_META_Ville_JACOU,"9,17",12287,19,1,,,,,251,1
2025-02-22,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"7,34",8948,19,3,,,,,643,3
2025-02-22,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"6,97",10360,44,11,,,,1,609,11
2025-02-22,BODYHOUSE_Notoriety_META_Ville_SALAISE,"5,66",7710,6,1,,,,,324,1
2025-02-22,BODYHOUSE_Notoriety_META_Ville_VALENCE,"16,24",16040,30,5,,,,,437,5
2025-02-22,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"12,5",9172,9,1,,,,,366,1
2025-02-22,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"4,35",2515,41,3,,,,1,,3
2025-02-22,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"8,15",17562,72,,,,,,,0
2025-02-22,BODYHOUSE_Traffic_FB_Ville_LYON,"6,09",7033,56,1,,,,,,1
2025-02-22,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"22,48",34044,154,1,,,,,,1
2025-02-22,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"16,11",29008,122,,,,,1,,0
2025-02-22,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"16,77",30356,121,,,,,,,0
2025-02-22,BODYHOUSE_Traffic_META_Ville_BIGANOS,"9,27",4089,81,5,,,,,,5
2025-02-22,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"5,64",2828,41,1,,,,,,1
2025-02-22,BODYHOUSE_Traffic_META_Ville_JACOU,"7,24",2716,56,,,,,,,0
2025-02-22,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"5,31",11991,47,,,,,,,0
2025-02-22,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"7,14",6850,50,2,,,,,,2
2025-02-22,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,78",2721,52,2,,,,,,2
2025-02-22,BODYHOUSE_Traffic_META_Ville_VALENCE,"15,92",6818,140,8,,,,,,8
2025-02-22,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"11,9",4230,61,1,,,,,,1
2025-02-23,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"8,25",1846,27,11,,,,,962,11
2025-02-23,BODYHOUSE_Engagement_META_Ville_BIGANOS,"9,49",2760,23,21,,,1,,1605,22
2025-02-23,BODYHOUSE_Engagment_IG_Ville_SALAISE,"11,83",4211,20,9,,,1,,1878,10
2025-02-23,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"14,55",3416,60,54,,,,,2035,54
2025-02-23,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"17,1",18126,28,7,,,,,978,7
2025-02-23,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"17,04",17592,14,2,,,,,862,2
2025-02-23,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"8,6",10581,4,1,,,,,245,1
2025-02-23,BODYHOUSE_Notoriety_FB_Ville_LYON,"6,28",10941,13,1,,,,,352,1
2025-02-23,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"5,23",8619,29,5,,,,,255,5
2025-02-23,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"19,04",26262,29,2,,,,,430,2
2025-02-23,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"5,89",9421,22,5,,,,,727,5
2025-02-23,BODYHOUSE_Notoriety_META_Ville_JACOU,"9,67",12668,21,2,,,,,322,2
2025-02-23,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"7,65",9849,28,3,,,,,626,3
2025-02-23,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"6,9",10522,44,9,,,,1,864,9
2025-02-23,BODYHOUSE_Notoriety_META_Ville_SALAISE,"6,05",8255,13,2,,,,,288,2
2025-02-23,BODYHOUSE_Notoriety_META_Ville_VALENCE,"16,57",16241,32,2,,,,,408,2
2025-02-23,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"12,64",9612,21,1,,,,,423,1
2025-02-23,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"4,6",3045,51,1,,,,,,1
2025-02-23,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"8,23",15095,59,,,,,,,0
2025-02-23,BODYHOUSE_Traffic_FB_Ville_LYON,"6,27",10398,41,1,,,,,,1
2025-02-23,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"23,62",31406,172,2,,,,,,2
2025-02-23,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"17,19",29477,112,,,,,1,,0
2025-02-23,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"16,83",29589,101,,,,,,,0
2025-02-23,BODYHOUSE_Traffic_META_Ville_BIGANOS,"9,65",4773,90,3,,,,,,3
2025-02-23,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"5,89",3164,54,4,,,,,,4
2025-02-23,BODYHOUSE_Traffic_META_Ville_JACOU,"7,48",2941,45,1,,,,,,1
2025-02-23,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"5,37",11358,47,,,,,1,,0
2025-02-23,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"6,76",6167,47,1,,,,,,1
2025-02-23,BODYHOUSE_Traffic_META_Ville_SALAISE,"6,04",3114,47,,,,,,,0
2025-02-23,BODYHOUSE_Traffic_META_Ville_VALENCE,"16,79",7005,112,6,,,,,,6
2025-02-23,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"12,37",4353,66,2,,,,,,2
2025-02-24,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"7,97",1671,22,12,,,,,838,12
2025-02-24,BODYHOUSE_Engagement_META_Ville_BIGANOS,"12,69",3877,29,18,,,,,1993,18
2025-02-24,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,92",3297,32,16,,,,,1618,16
2025-02-24,BODYHOUSE_Engagment_META_Ville_AUBIERE,"0,81",341,2,1,,,,,179,1
2025-02-24,BODYHOUSE_Engagment_META_Ville_JACOU,"0,88",305,7,3,,,,,142,3
2025-02-24,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"10,35",2577,45,39,,,,,1532,39
2025-02-24,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"15,88",17168,30,3,,,,,952,3
2025-02-24,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"15,41",15838,9,,,,,,742,0
2025-02-24,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,84",9920,25,1,,,,,827,1
2025-02-24,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,61",10055,15,2,,,,,835,2
2025-02-24,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"4,93",8159,17,3,,,,,621,3
2025-02-24,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"22,41",31222,31,6,,,,,551,6
2025-02-24,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"5,25",8536,15,3,,,,,1187,3
2025-02-24,BODYHOUSE_Notoriety_META_Ville_JACOU,"9,08",11124,15,3,,,1,,339,4
2025-02-24,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"7,02",8967,24,7,,,,1,561,7
2025-02-24,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"6,7",11717,35,14,,,,,883,14
2025-02-24,BODYHOUSE_Notoriety_META_Ville_SALAISE,"5,43",7439,10,,,,,,508,0
2025-02-24,BODYHOUSE_Notoriety_META_Ville_VALENCE,"15,36",15617,34,3,,,,,336,3
2025-02-24,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,43",9243,21,3,,,,,375,3
2025-02-24,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"4,11",2601,33,,,,,,,0
2025-02-24,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,62",15179,66,1,,,,,,1
2025-02-24,BODYHOUSE_Traffic_FB_Ville_LYON,"5,74",10039,48,1,,,1,,,2
2025-02-24,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,22,29076,150,1,,1,,,,2
2025-02-24,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"15,51",26895,101,,,,,,,0
2025-02-24,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"16,3",28435,99,2,,,,,,2
2025-02-24,BODYHOUSE_Traffic_META_Ville_BIGANOS,"8,23",4746,55,1,,,,,,1
2025-02-24,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"5,49",3277,40,1,,,,,,1
2025-02-24,BODYHOUSE_Traffic_META_Ville_JACOU,"7,01",2798,43,4,,,,,,4
2025-02-24,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"5,05",11740,45,1,,,,,,1
2025-02-24,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"7,25",8394,53,1,,,,,,1
2025-02-24,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,48",2758,42,3,,,,,,3
2025-02-24,BODYHOUSE_Traffic_META_Ville_VALENCE,"15,55",6720,103,3,,,,,,3
2025-02-24,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"11,05",3966,59,1,,,,,1,1
2025-02-25,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"4,42",906,9,7,1,,,,426,8
2025-02-25,BODYHOUSE_Engagement_META_Ville_BIGANOS,"11,63",3271,23,38,,,,,1793,38
2025-02-25,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,77",3171,9,13,,,,,1483,13
2025-02-25,BODYHOUSE_Engagment_META_Ville_AUBIERE,"1,21",454,9,6,,,,,267,6
2025-02-25,BODYHOUSE_Engagment_META_Ville_JACOU,"1,39",438,6,5,,,1,,267,6
2025-02-25,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"13,6",3318,45,37,,,,,1885,37
2025-02-25,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"14,88",15678,17,,,,,,798,0
2025-02-25,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"15,08",14839,18,2,,,,,716,2
2025-02-25,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,67",9180,10,,,,,,476,0
2025-02-25,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,52",9008,15,2,,,,1,561,2
2025-02-25,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"2,72",4553,12,,,,,,535,0
2025-02-25,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"17,16",23039,39,7,,,,,656,7
2025-02-25,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"5,3",8078,58,11,,,,1,2078,11
2025-02-25,BODYHOUSE_Notoriety_META_Ville_JACOU,"4,78",5378,3,,,,,,213,0
2025-02-25,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"6,71",8519,27,11,,,,,543,11
2025-02-25,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"5,99",10975,22,9,,,,,485,9
2025-02-25,BODYHOUSE_Notoriety_META_Ville_SALAISE,"5,35",6852,12,1,,,,,327,1
2025-02-25,BODYHOUSE_Notoriety_META_Ville_VALENCE,"9,33",9421,16,4,,,,,284,4
2025-02-25,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"7,4",5736,12,2,,,,,265,2
2025-02-25,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"2,43",1231,22,,,,,,,0
2025-02-25,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"8,07",15555,56,1,,,,,,1
2025-02-25,BODYHOUSE_Traffic_FB_Ville_LYON,"5,62",9215,47,2,,,,,,2
2025-02-25,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"21,06",30261,167,,,,,,,0
2025-02-25,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"14,86",26920,91,,,,,,,0
2025-02-25,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"15,12",27436,116,1,,,,,,1
2025-02-25,BODYHOUSE_Traffic_META_Ville_BIGANOS,"4,99",2179,39,2,,1,,,,3
2025-02-25,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"5,32",2982,38,,,,,,,0
2025-02-25,BODYHOUSE_Traffic_META_Ville_JACOU,"3,21",1125,12,1,,,,,,1
2025-02-25,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"5,02",10304,40,,,,,,,0
2025-02-25,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"6,59",7310,53,,,,,,,0
2025-02-25,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,48",2390,45,1,,,,,,1
2025-02-25,BODYHOUSE_Traffic_META_Ville_VALENCE,"9,34",3566,63,1,,,,,,1
2025-02-25,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"7,26",2275,34,1,,,,,,1
2025-02-26,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,5",2901,16,9,,,,,1294,9
2025-02-26,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"12,76",2926,19,24,,,,,1595,24
2025-02-26,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"14,87",15177,22,,,,,,589,0
